Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
B;Wilhelm Reuter Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;0911 412662;Reuter.GaLaBau@t-online.de;90441;Nürnberg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Neuanlage, Umgestaltung, Pflege von Grünanlagen, Spielplätze, ca. 50 MA
B;Verband GaLaBau NRW e.V. (Geschäftsstelle);Behörde;;0208 848300;info@galabau-nrw.de;46117;Oberhausen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Schloss- und Gartenverwaltung Schleißheim;Behörde;;089 315872-0;sgvschleissheim@bsv.bayern.de;85764;Oberschleißheim (Max-Emanuel-Platz 1);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;BUGA Oberes Mittelrheintal 2029 gGmbH;Behörde;;06744 711-6100;info@buga29.de;55430;Oberwesel;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Weigand Landschaft GmbH;Privat (GaLaBau);;037292 65770;;09569;Oederan (Raum Freiberg);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Wegebau, Außenanlagen, Landschaftsbau in Mittelsachsen
B;Greve-Dierfeld GaLaBau;Privat (GaLaBau);;08142 449029;;82140;Olching (Ludwig-Thoma-Str. 2);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Fahr- und Gehwege, Pflasterarbeiten, Gartengestaltung, Teichbau
B;Broxtermann Garten- und Landschaftsbau GmbH & Co. KG;Behörde;;–;info@broxtermann.com;49078;Osnabrueck;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Stockreiter Galabau GmbH & Co. KG;Privat (GaLaBau);;0541 / 37389;info@stockreiter-galabau.de;49086;Osnabrueck;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, ueber 45 Jahre Erfahrung
B;Förderungsgesellschaft für die BW Landesgartenschauen (bwgrün);Behörde;;0711 7272-3460;info@bwgruen.de;73760;Ostfildern;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Stadtgärtnerei;Kommune;;0851 396-0;;94032;Passau;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Grünflächenamt;Kommune;;–;;08523;Plauen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Bereich Grünflächen (FB Stadtgrün);Kommune;;0331 289-4600;;14482;Potsdam;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg (SPSG);Behörde;;0331 9694-0;generaldirektion@spsg.de;14471;Potsdam;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Röder GmbH Garten-, Landschafts- und Sportplatzbau;Privat (GaLaBau);;0331 715556;info@roeder-galabau.de;14482;Potsdam;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Sportplatzbau, Pflege, seit 1997
B;Hofbefestigungs-GmbH Klaus Hill;Privat (GaLaBau);;0751 15533;;88212;Ravensburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Hofpflasterung, Pflasterarbeiten, Asphaltarbeiten, Gartengestaltung, Wegebau
B;Gartenamt (Amt für Stadtgrün);Kommune;;0941 507-1672;;93049;Regensburg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;DregaBau GmbH;Privat (GaLaBau);;0375 3033968;info@drega.de;08141;Reinsdorf (Raum Zwickau);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau, Fachbetrieb und Ausbildungsbetrieb; seit 2001"
B;Gruenkonzept Garten- und Landschaftsbau;Privat (GaLaBau);;02205 920280;;51503;Roesrath;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Terrassen, Gruenpflege
B;Umwelt- und Grünflächenamt;Kommune;;08031 365-1681;;83022;Rosenheim;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Gökmen GmbH Garten- und Landschaftsbau;Privat (GaLaBau);;08031 42184;;83026;Rosenheim (Krainstr. 45);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartenbau, Zaunbau, Pflasterarbeiten, seit 2001
B;Rostocker Garten-, Landschafts- & Sportplatzbau GmbH;Privat (GaLaBau);Kay Brandenburg;0381 6903-31;info@rostocker-galabau.de;18055;Rostock;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Sportplatzbau, öffentliche Aufträge, 30+ Jahre
B;GaLaBau Schmidt;Privat (GaLaBau);;0381 877269;;18055;Rostock;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Baumpflege, Gartenpflege, Gartengestaltung
B;Stiftung Thüringer Schlösser und Gärten;Behörde;;03672 4470;stiftung@thueringerschloesser.de;07407;Rudolstadt;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Darger Garten- und Landschaftsbau;Behörde;;–;;21379;Rullstorf;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Herr GmbH;Privat (GaLaBau);;09561 420953;;96472;Rödental (Raum Coburg/Sonneberg);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Baumpflege, Hausmeisterservice, Winterdienst
B;Amt für Grünpflege;Kommune;;06142 / 83-2800;;65428;Rüsselsheim am Main;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;SaarForst Landesbetrieb;Behörde;;0681 / 9712-01;poststelle@sfl.saarland.de;66115;Saarbrücken;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;GB Greco Bau;Privat (GaLaBau);;0174 / 4374083;;66128;Saarbrücken;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Naturstein- und Betonarbeiten, Gartengestaltung, Außenanlagen
B;Norddeutscher Landschaftsbau;Privat (GaLaBau);;05341 / 1891197;;38685;Salzgitter;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflasterarbeiten
B;Yanmaz Garten- und Landschaftsbau;Privat (GaLaBau);;02241 928860;;53757;Sankt Augustin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Wegebau, Terrassen, Einfahrten, Erdarbeiten
B;Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf;Behörde;;04621 813-0;info@landesmuseen.sh;24837;Schleswig;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;D. Schnoor GmbH & Co. KG;Behörde;;Sven Schnoor;s.schnoor@galabau-schnoor.de;24850;Schuby;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Servicebetrieb Bau und Stadtgrün;Kommune;;09721 51-5931;;97421;Schweinfurt;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;SDS -- Öffentliches Grün / Fachdienst Umwelt;Kommune;;0385 592-5212;;19055;Schwerin;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Staatliche Schlösser und Gärten Mecklenburg-Vorpommern;Behörde;;–;;19053;Schwerin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;KLEMT GaLa GmbH;Privat (GaLaBau);Markus Klemt;0385 393871;info@klemt-gala.de;19061;Schwerin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Kompostierung, Pflege, Familienbetrieb seit 1976
B;Schlossverwaltung Schwetzingen;Behörde;;06221 65888-0;info@schloss-schwetzingen.de;68723;Schwetzingen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Michael Gehrke Garten & Landschaftsbau GmbH & Co. KG;Privat (GaLaBau);;0511 / 405932;;30926;Seelze;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Baumpflege, Automatisierung, ca. 20 MA
B;Grünplanung und Naturschutz;Kommune;;08151 772-0;;82319;Starnberg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Starnberger GaLaBau;Privat (GaLaBau);;01579 2337249;;82319;Starnberg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Terrassen, Einfahrten, Gartengestaltung
B;Dimetria-VdK gGmbH;Privat (GaLaBau);;09421 9290100;;94315;Straubing;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflege, gemeinnütziger Betrieb
B;Wilhelma -- Zoologisch-Botanischer Garten Stuttgart;Behörde;;0711 5402-0;info@wilhelma.de;70376;Stuttgart;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Stier Garten- und Landschaftsbau GmbH & Co. KG (GarLa);Privat (GaLaBau);;0711 781903;;70565;Stuttgart;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Terrassenbau, Wegebau, Außenanlagen
B;Gärten von Dobschütz GmbH;Privat (GaLaBau);;08053 3465;;83139;Söchtenau (Gewerbegebiet Schwabering 13);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterarbeiten, Terrassenbau (Rosenheim/Chiemgau, seit 1990)
B;GaLaBau Schönherr – Marco Schönherr;Privat (GaLaBau);;03724 666858;marco.schoenherr@gmx.de;09249;Taura OT Köthensdorf;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau im Raum Chemnitz/Freiberg; Neuanlagen und Pflege"
B;Alexander Loboda GaLaBau;Privat (GaLaBau);;0651 9990780;;54294;Trier;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Wegebau, Zaunbau, Erdarbeiten, Aussenanlagen
B;Niedersaechsische Landesforsten, Forstamt Sellhorn;Behörde;;04189 8088-0;;21274;Undeloh;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;GaLaBau U. Jakobs GmbH;Privat (GaLaBau);;06831 / 60351;;66798;Wallerfangen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Pflasterarbeiten, Gartengestaltung, Grünflächenpflege; Raum Saarlouis/Saarland"
B;Benno Zapf Garten- und Landschaftsbau;Privat (GaLaBau);;09278 985501;;95491;Weidenberg (Raum Bayreuth);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterarbeiten, Landschaftsbau
B;Schellheimer Garten- u. Landschaftsbau GmbH;Privat (GaLaBau);;08304 92374;;87499;Wildpoldsried (Günzacher Str. 17);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Dachbegrünung, Schwimmteiche, Pflasterarbeiten (Raum Kempten–Memmingen)
B;LAGA Brandenburg (Landesgartenschau Wittenberge 2027);Behörde;;–;;19322;Wittenberge;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Keller Tersch GmbH;Behörde;;Oliver Tersch, Uwe-Jens Keller-Tersch (GF);info@kellertersch.de;38446;Wolfsburg / 39218 Schoenebeck;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Abt. 6.7 Grünflächen und Gewässer;Kommune;;06241 / 853-6701;;67547;Worms;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;PlantaPhant GmbH;Privat (GaLaBau);;0931 2707671;info@plantaphant.de;97076;Würzburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflanzplanung
B;Meyr GmbH Garten- und Landschaftsbau;Privat (GaLaBau);;08284 8129;;86473;Ziemetshausen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartenanlagen, Schwimmteiche, Pflasterarbeiten (Raum Augsburg–Memmingen–Landsberg)
C;Galabau Erdem;Privat (GaLaBau);;;;;30… Hannover;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Tiefbau, Gartenpflege, seit ueber 20 Jahren in Hannover
C;Galabau Schilinski;Privat (GaLaBau);;;;;33… Paderborn;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gruenflaechen, Pflasterarbeiten, Poolbau
C;Deillon Galabau UG;Privat (GaLaBau);;;;;33… Paderborn;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Strassenbau, Wegebau, Parkplaetze, ca. 10 MA, seit 2015
C;GK Galabau GmbH;Privat (GaLaBau);;;;;34… Kassel;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Meisterbetrieb, moderne Gartengestaltung
C;BS Galabau GmbH;Privat (GaLaBau);;;;;34… Kassel;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Aussenanlagen, seit ueber 10 Jahren in Kassel
C;Galabau37;Privat (GaLaBau);;;;;37… Goettingen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Gartenpflege, Terrassen, Region Goettingen-Kassel
C;Salzgitter-Galabau;Privat (GaLaBau);;;;;382.. Salzgitter;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Hausservice, Region SZ/PE/WF/BS
C;Ginkgo GaLaBau;Privat (GaLaBau);;;;;38… Braunschweig;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Aussenanlagen, Pflasterarbeiten
C;Mersini N.S. Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;;;;38… Braunschweig;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Mauerarbeiten, Region BS/GF/WF/HBS/SZ/GS/PE/WOB
C;Ahlert Garten- und Landschaftsbau;Privat (GaLaBau);;;;;38… Braunschweig;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartenpflege, Zaunbau, Pflasterarbeiten, Rasensaat, Region BS/SZ/WOB
C;Friedrich Garten- und Landschaftsbau;Privat (GaLaBau);;;;;39… Magdeburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, seit 2006
C;Storbeck Garten- und Landschaftsbau;Privat (GaLaBau);;;;;39… Magdeburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartenplanung, Teichbau, Baumpflege
C;LandschaftsArchitektur Gunda Kapelle;Landschaftsarchitekt;Gunda Kapelle;;;;39… Magdeburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung, Sachsen-Anhalt
C;KS-Garten (Dipl.-Ing. Kunz-Saffer);Privat (GaLaBau);;;;;490.. Osnabrueck;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, ueber 10 MA, seit 2003
C;Azemi GaLa-Bau;Privat (GaLaBau);;;;;490.. Osnabrueck;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Terrassenbau, 8 MA, seit 2015
C;Wiebold Landschaftsarchitektur;Landschaftsarchitekt;Klaus Wiebold;;;;490.. Osnabrueck;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung, 9 MA, seit 1994
C;FRAAS Landschaftsarchitektur;Landschaftsarchitekt;Robert Fraas;0911 9413001;info@la-fraas.de;90518;Altdorf b. Nürnberg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Gartenplanung, Freiraumplanung, Landschaftsplanung, Umweltplanung
C;Projekt Garten;Privat (GaLaBau);;;;84137;Aufhausen (Niederbayern);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Natursteinhandel, GaLaBau, Lieferung München–Passau–Regensburg
C;Fatmir Nimani GaLaBau;Privat (GaLaBau);;;;86150;Augsburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Terrassenbau, Pflasterarbeiten, Gartengestaltung, Gartenpflege
C;Mattmer Nagies Eschenlohr (MNE);Landschaftsarchitekt;;0821 35048;kontakt@mne-planer.de;86150;Augsburg (Philippine-Welser-Str. 17);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Freiraumplanung, Stadtplanung, ökologische Gutachten
C;Dieter Weinbrenner Landschaftsarchitekt;Landschaftsarchitekt;Dieter Weinbrenner;0821 516827;;86152;Augsburg (Stadtjägerstr. 24a);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Gartenplanung (seit 1984)
C;GaLaServ Berlin;Privat (GaLaBau);;;;10115;Berlin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartenpflege, Außenanlagen
C;Ibrahim Demir Garten- und Landschaftsbau;Privat (GaLaBau);;;;;Berlin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflasterarbeiten
C;TOPOTEK 1;Landschaftsarchitekt;Martin Rein-Cano, Lorenz Dexler;030 246258;office@topotek1.de;10178;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Stadtplanung, internationale Projekte, seit 1996
C;Franz Reschke Landschaftsarchitektur GmbH;Landschaftsarchitekt;Franz Reschke;030 814540150;;10961;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Freiraumplanung, öffentliche Parks
C;gruppe F -- Freiraum für alle GmbH;Landschaftsarchitekt;Gabriele Pütz, Gerd Kleyhauer;030 6112334;info@gruppef.com;10961;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Partizipation, Stadtplanung, seit 1992
C;bgmr Landschaftsarchitekten GmbH;Landschaftsarchitekt;Dirk Christiansen, Katharina Lindschulte u. a.;030 214595-910;berlin@bgmr.de;10779;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Landschaftsarchitektur, Stadtplanung, Großprojekte
C;hochC Landschaftsarchitektur GmbH;Landschaftsarchitekt;Lioba Lissner, Claus Herrmann;030 7889039;mail@hochc.de;10827;Berlin;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Historische Gärten, Denkmalpflege, Freiraumplanung
